དགའ་བ	love	A strong feeling of affection or attachment
བདག	self	The individual person, ego, or "I"
གཞན	other	Someone or something separate from oneself
ཀུན	all	Everyone or everything, without exception
བསྟོད་	praise	To express warm approval or admiration
དགའ་བ་	pleasure	A feeling of happy satisfaction and enjoyment
མི་འཐད་པ	irrational	Not logical or reasonable
བྱིས་པ	child	A young human being below the age of puberty
སྤྱོད་པ	behavior	The way in which one acts or conducts oneself
བསྟོད་སོགས	Praise and so forth	Expressions of admiration or approval
གཡེང་བ	Distraction	A state of being unfocused or diverted from one's purpose
སྐྱོ་བ	World weariness	A feeling of tiredness or boredom with life
ཡོན་ཏན	Qualities	Positive attributes or characteristics
ཕྲག་དོག	Envy	A feeling of discontent or resentment aroused by someone else's possessions, qualities, or luck
ཕུན་སུམ་ཚོགས་པ	Prosperity	A state of flourishing, thriving, or being successful
བསྟོད་སོགས་	acclaim and such	praise, compliments, and similar positive recognition
ངན་སོང་	lower realms	unfortunate states of rebirth in Buddhist cosmology, such as hell realms, hungry ghost realm, or animal realm
ལྟུང་བ་	falling	the act of descending or declining, especially in a spiritual context
བསྲུང་	protect	to guard or defend against harm or danger
གྲོལ་བ་	liberation	freedom from the cycle of rebirth and suffering
རྙེད་	gain	material or spiritual acquisition
བཀུར་སྟི་	respect	honor or esteem shown to someone
འཆིང་	fetter	a restraint or constraint
བཅིངས་	bound	restrained or constrained
ཁྲོ་	anger	strong feeling of annoyance or hostility
བདག	I/self	The first-person singular pronoun
སྡུག་བསྔལ	suffering	Physical or mental pain and distress
སངས་རྒྱས	Buddha	The enlightened one; founder of Buddhism
བྱིན་བརླབས	blessing	Divine favor or protection
མི་གཏོང	not letting go/blocking	Preventing or obstructing
སྒོ་འཕར	door/gate	An entrance or barrier
ཁྲོ	anger	A strong feeling of displeasure or hostility
བསོད་ནམས་	merit	positive karma or virtuous actions that lead to good results
གེགས་བྱེད་	thwart	to prevent someone from accomplishing something
ཁྲོ་བ་	anger	a strong feeling of annoyance, displeasure, or hostility
བཟོད་པ་	patience	the capacity to accept or tolerate delay, trouble, or suffering without getting angry or upset
དཀའ་ཐུབ་	austerity	a difficult or severe practice of self-discipline
བཟོད་པ	patience	The ability to endure difficulties or annoyances calmly
བསོད་ནམས	merit	Positive karma or spiritual benefit gained through good actions
རྒྱུ	cause	Something that brings about an effect or result
གེགས	obstruction	Something that impedes or prevents progress
རྒྱུ་	cause	The factor that brings about an effect or result
གེགས་	obstruction	Something that impedes or prevents progress
འབྱུང་	arise/occur	To come into existence or happen
ཡོད་	exist/present	To be in existence or to be present
སློང་མོ་བ	beggar	A person who asks for food or money as charity
སྦྱིན་པ	giving	The act of providing something to someone
རབ་ཏུ་འབྱིན་པ	going forth	Leaving worldly life to become a monastic
རབ་བྱུང་	abbot	The head of a Buddhist monastery
གེགས	obstacle/prevention	Something that hinders or stops progress
འཇིག་རྟེན་	World	The physical universe or realm of existence
སློང་བ་	Beggars	People who ask for food or money as charity
གནོད་པ་	Harm	Damage, injury, or negative impact
དཀོན་པ་	Rare	Uncommon or scarce
ཕར་གནོད་	Harm to others	Causing damage or injury to other people
ངལ་བས་མ་བསྒྲུབས་པའི།	painlessly	Without effort or exertion
གཏེར	trove	A valuable collection discovered or found
བྱང་ཆུབ་སྤྱོད་པ	enlightened conduct	Behavior or actions in accordance with Buddhist enlightenment
གྲོགས	friends	Companions or allies
དགྲ	enemies	Adversaries or opponents
དགའ་བར་བྱ	delight in	To take pleasure or joy in something
བཟོད་པ	patience	The ability to endure difficult circumstances without anger or irritation
འབྲས་བུ	fruits	The results or consequences of an action
རྒྱུ	cause	Something that gives rise to an action, phenomenon, or condition
བཟོད་བསྒྲུབ་	Cultivating patience	The practice of developing tolerance and forbearance
དགྲ་	Enemy	A person who is actively opposed or hostile to someone or something
མཆོད་བྱ་	To honor/venerate	To show great respect or reverence for someone or something
གྲུབ་པ་	Accomplishment	The successful achievement of a task
དམ་པའི་ཆོས་	True dharma	The authentic teachings or principles of Buddhism
དགྲ་	enemy	A person who is actively opposed or hostile to someone or something
མཆོད་བྱ་	honor	To show high respect for someone
གནོད་བྱ་བའི་	harm	Physical or mental damage or injury
སྨན་པ་	doctor	A qualified practitioner of medicine
ཕན་བརྩོན་	help	To make it easier or possible for someone to do something
བཟོད་པ་	patience	The capacity to accept or tolerate delay, trouble, or suffering without getting angry or upset
སྡང་སེམས	malevolent intent	A feeling of intense dislike or ill will towards someone
བཟོད་པ	patience	The capacity to accept or tolerate delay, trouble, or suffering without getting angry or upset
དམ་པའི་ཆོས	true dharma	The genuine teachings or principles of Buddhism
མཆོད་པ	veneration	Great respect or reverence
སེམས་ཅན་	sentient beings	Living creatures capable of perception and feeling
ཞིང་	field	A realm or domain, often used in Buddhist context
རྒྱལ་བ་	victor	A term often used to refer to a Buddha or enlightened being
ཐུབ་པ	Sage	A wise person, often referring to the Buddha
མགུ་བྱས	respected	Shown reverence or honor
ཕུན་སུམ་ཕ་རོལ་ཕྱིན	gone beyond to perfection	Reached a state of complete enlightenment or realization
སེམས་ཅན་	sentient beings	Living creatures capable of feeling and perception
རྒྱལ་བ་	victors	An epithet for buddhas, referring to their conquest over ignorance and suffering
སངས་རྒྱས་	buddha	An enlightened being who has attained perfect wisdom and compassion
ཆོས་	qualities	Characteristics or attributes, in this context referring to the qualities of a buddha
གུས་བྱ་	respect	To show honor or esteem towards someone or something
བསམ་པ	intention	A mental state or attitude towards something
ཡོན་ཏན	quality	A distinctive attribute or characteristic
འབྲས་བུ	result	The consequence or outcome of an action
སེམས་ཅན	being	Any living, sentient creature
མཉམ་པ	equal	Having the same status, rights, or opportunities
བྱམས་སེམས་	loving-kindness	A feeling of benevolence and compassion towards others
མཆོད་པ་	offering	An act of presenting something as a gift or tribute
སེམས་ཅན་	sentient beings	Living creatures capable of perception and feeling
ཆེ་བ་ཉིད་	greatness	The quality of being great, eminent, or important
སངས་རྒྱས་	buddhas	Enlightened beings who have attained perfect wisdom
དད་པ་	faith	Strong belief or trust in someone or something
བསོད་ནམས་	merit	Positive karma or spiritual credit gained through good deeds
སངས་རྒྱས་	Buddha	An enlightened being who has attained perfect wisdom and compassion
ཆོས་	Dharma	The teachings of the Buddha or the nature of reality
ཡོན་ཏན་	Qualities	Positive attributes or virtues
རྒྱ་མཚོ་	Ocean	A vast expanse, used metaphorically to describe abundance
མཐའ་ཡས་པ་	Infinite	Without limit or end
མཉམ་པ་	Equal	Having the same status, quantity, or value
ཡོན་ཏན་མཆོག་ཚོགས	Collection of sublime qualities	A group of exceptional or superior attributes or virtues
ཡོན་ཏན་ཤས་ཙམ	Tiny share of qualities	A small portion or fraction of virtues or good qualities
མཆོད་དོན	Offering	The act of presenting something as a gift or tribute
ཁམས་གསུམ	Three realms	The three spheres of existence in Buddhist cosmology
ཆུང་བར་འགྱུར	Would be inadequate	To become or be considered insufficient or not enough
སངས་རྒྱས	buddha	An enlightened being in Buddhism
ཆོས་མཆོག	supreme traits	The highest or most excellent qualities
སེམས་ཅན	beings	Living creatures, sentient beings
མཆོད་བྱ	veneration	The act of showing deep respect or reverence
རིགས་པ	deserve	To be worthy of or qualify for something
གཡོ་མེད་	Stalwart	Loyal, reliable, and hardworking
གཉེན་	Friend	A person with whom one has a bond of mutual affection
ཕན་པ་དཔག་མེད་	Immeasurable benefit	An unlimited or incalculable amount of help or advantage
སེམས་ཅན་	Sentient beings	Living creatures capable of feeling and perception
མགུ་བྱ་	Pleasing	Giving satisfaction or enjoyment
ལན་ལོན་	Repay	To return or requite (a favor, injury, etc.)
སྐུ་གཏོང་	forsake their bodies	To give up or sacrifice one's body
མནར་མེད་	Incessant Hell	A realm of intense, uninterrupted suffering in Buddhist cosmology
ཕན་བཏགས་	helping	Providing assistance or benefit to others
གནོད་ཆེན་	great harm	Significant damage or injury
བཟང་དགུ་	excellent	Of the highest quality or merit
སྤྱད་པར་བྱ་	make actions	To perform or carry out actions
རྗེ	lord	A person who has authority or power over others
སྐུ	body	The physical structure of a person or thing
རྨོངས་པ	ignoramus	A person who is ignorant or lacks knowledge
ང་རྒྱལ	pride	A feeling of deep pleasure or satisfaction derived from one's own achievements
བྲན	servant	A person who performs duties for others, especially a person employed in a house on domestic duties
ཐུབ་རྣམས	lords of sages	Enlightened beings or Buddhas
དགྱེས	delight	To be pleased or happy
གནོད	harm/injury	To cause damage or hurt
མི་དགྱེས	distress	To cause unhappiness or pain
ཐུབ་པ་ཀུན	all the lords of sages	All enlightened beings or Buddhas
གནོད་བྱས	harming	Causing harm or injury
ལུས་	body	The physical structure of a person or animal
མེ་འབར་བ	on fire	Burning or aflame
འདོད་པ	desire	A strong feeling of wanting to have something or wishing for something to happen
ཡིད་བདེ	happiness	The state of being happy
སེམས་ཅན	sentient beings	Living creatures capable of perception and feeling
གནོད་པ	harm	Physical or mental damage or injury
ཐུགས་རྗེ་ཆེ	great compassion	Deep sympathy and concern for the sufferings or misfortunes of others
དགྱེས་པ	pleased	Feeling or showing satisfaction or happiness
བདག	I/me	First-person singular pronoun
འགྲོ	sentient beings	Living creatures capable of feeling and perception
གནོད	harm	Damage or injury caused to someone or something
ཐུགས་རྗེ་ཆེ	great compassion	Deep sympathy and concern for the sufferings of others
སྡིག	misdeeds	Wicked or illegal actions
བཤགས	confess	Admit or acknowledge something wrong or shameful
བཟོད་པར་གསོལ	forgive	To stop feeling angry or resentful towards someone for an offense or mistake
དེ་བཞིན་གཤེགས་	tathagata	An epithet for a buddha, meaning "one who has thus gone" or "one who has thus come"
འཇིག་རྟེན་	world	The transient, conditioned realm of existence
བྲན་	slave	A person who is the property of and wholly subject to another
འགྲོ་	beings	Living creatures, sentient beings
རྡོག་པ	stomp	To tread heavily or roughly
འགུམས་	kill	To cause the death of
འཇིག་རྟེན་མགོན་	guardians of the world	Protectors or saviors of the world, often referring to buddhas or bodhisattvas
འགྲོ་བ་	beings	Living creatures or sentient beings
ཐུགས་རྗེ་	compassion	Deep sympathy and concern for the sufferings of others
བདག་ཅན་	one who possesses	One who has or embodies a certain quality
ཐེ་ཚོམ་	doubt	Uncertainty or lack of conviction
སེམས་ཅན་	sentient beings	Living creatures capable of perception and feeling
ངོ་བོ་	nature	The inherent qualities or character of something
མགོན་	guardian	A protector or defender
གུས་	respect	A feeling of deep admiration for someone or something
དེ་བཞིན་གཤེགས་པ	tathagata	An epithet for a Buddha, meaning "one who has thus gone" or "one who has thus come"
རང་དོན	one's own aims	Personal goals or objectives
འཇིག་རྟེན	world	The mundane world or samsara
སྡུག་བསྔལ	suffering	Pain, misery, or dissatisfaction in cyclic existence
སེལ་བ	dispel	To remove or eliminate
རྟག་ཏུ	always	Continuously or at all times
རྒྱལ་པོ	king	A male sovereign or monarch, ruler of a kingdom
སྐྱེ་བོ་མང	many people	A large number of individuals
གནོད་བྱེད	wreak havoc	To cause great damage or harm
མིག་རྒྱང་རིང་པོ	farsighted	Having the ability to see or plan for the future
ཕྱིར་གནོད	retaliate	To return like for like, especially to get revenge
རྒྱལ་པོ་	king	A male sovereign or monarch who rules a kingdom
མཐུ་སྟོབས་	forces	Power, strength, or ability to influence or coerce
གནོད་བྱེད་	those who cause harm	People or things that inflict damage or injury
ཉམ་ཆུང་	weak	Lacking strength, power, or vigor
ཁྱད་དུ་གསད་	look down upon	To regard with contempt or disdain
དམྱལ་བའི་སྲུང་མ	hell's keepers	Guardians or protectors of hell realms
ཐུགས་རྗེ་ལྡན་རྣམས	the compassionate	Those who possess compassion
དཔུང	forces	Troops or army
དམངས	subjects	Common people or citizens
རྒྱལ་གཏུམ	tyrant	A cruel and oppressive ruler
སེམས་ཅན	beings	Sentient beings or creatures
མགུ་བར་བྱ	respect	To please or satisfy
སེམས་ཅན་	sentient beings	Living creatures capable of perception and feeling
སངས་རྒྱས་	buddhahood	The state of complete enlightenment achieved by a Buddha
དཔལ་ཆེན་	glory	Great splendor or magnificence
གྲགས་	fame	Widespread reputation, especially of a favorable character
སྐྱེད་འགྱུར་	joy	A feeling of great pleasure and happiness
འཁོར་	samsara	the cycle of rebirth and suffering in Buddhist philosophy
བཟོད་པ	patience	the capacity to accept or tolerate delay, trouble, or suffering without getting angry or upset
མཛེས	beauty	a combination of qualities, such as shape, color, or form, that pleases the aesthetic senses
ནད་མེད་པ	good health	the state of being free from illness or injury
གྲགས་པ	prestige	widespread respect and admiration felt for someone or something on the basis of a perception of their achievements or quality
ཡུན་རིང་འཚོ་བ	long life	a lifespan of extended duration
འཁོར་ལོས་སྒྱུར་བ	chakravarti	a universal monarch or "wheel-turning king" in Buddhist tradition
བཟོད་པ	patience	The ability to endure difficulties or unpleasant situations without becoming angry or upset
བརྩོན་འགྲུས	diligence	Persistent effort and hard work
བྱང་ཆུབ	enlightenment	A state of spiritual awakening or understanding in Buddhism
རླུང་	wind	Moving air in the natural world
གཡོ་བ	motion	The act or process of moving
བསོད་ནམས	merit	Positive karma or spiritual credit gained through good deeds
བརྩོན	Diligence	Persistent effort or hard work
དགེ་ལ་སྤྲོ་བ	Zest for virtue	Enthusiasm for positive or wholesome actions
མི་མཐུན་ཕྱོགས	Contrary	Opposite or conflicting aspect
ལེ་ལོ	Laziness	Lack of effort or unwillingness to work
ངན་ལ་ཞེན་པ	Clinging to the bad	Attachment to negative or unwholesome things
སྒྱིད་ལུག	Sloth	Reluctance to work or make an effort; laziness
བདག་ཉིད་བརྙས་པ	Self-disparagement	Belittling or criticizing oneself
སྙོམ་ལས་	indolence	a state of being lazy or inactive
རོ་མྱང་	savoring	enjoying or appreciating something fully
གཉིད་	sleep	a natural state of rest for the body and mind
སྲེད་པ་	craving	a strong desire for something
འཁོར་བ་	samsara	the cycle of rebirth and suffering in Buddhist philosophy
སྡུག་བསྔལ་	suffering	physical or mental pain or distress
ལེ་ལོ་	laziness	the quality of being unwilling to work or use energy
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and lead to unwholesome actions
སྐྱེ་བའི་རྒྱ	trap of birth	The cycle of rebirth in samsara
འཆི་བདག	Lord of Death	A personification of death in Buddhist mythology
མི་ཤེས	not understand	Lack of awareness or comprehension
རང་སྡེ་	compeers	people belonging to the same group or class
གསོད་པ་	killed	to end the life of someone or something
གཉིད་	sleep	a natural state of rest for the body and mind
གདོལ་པ་	butcher	a person who slaughters animals or sells meat
མ་ཧེ་	buffalo	a large wild ox-like animal
ལམ་	way	a path or route
འཆི་བདག་	Lord of Death	a personification of death in Tibetan Buddhism
ཟ་	eat	to consume food
གཉིད་ལོག་	sleep	a natural state of rest for the body and mind
མྱུར་བ་ཉིད་དུ་	Soon	In the near future, quickly
འཆི་འགྱུར་	Will die	To pass away, to expire
ཚོགས་བསག་	Accumulations	Merit and wisdom gathered for enlightenment
ལེ་ལོ་	Sloth	Laziness, indolence
སྤངས་	Give up	To abandon, renounce
དུས་མ་ཡིན་པ	Too late	Untimely, inopportune moment
འཆི་བདག	Lord of Death	A personification of death in Tibetan Buddhism
ཀྱི་ཧུད	Alas	An exclamation expressing grief or dismay
བཅོམ	Finished	Completed or ended, often with a sense of destruction
གློ་བུར	Suddenly	Happening or coming unexpectedly
བརྩམས་པ	Begun	Started or initiated
ཕྱེད	Halfway	At the midpoint; partially completed
མྱ་ངན་	grief	Deep sorrow, especially caused by someone's death
མིག་དམར་	red eyes	Eyes that are reddened, often due to crying or irritation
མཆི་མ་	tears	Drops of clear salty liquid secreted from glands in a person's eye
ཉེ་དུ་	relatives	People connected by blood or marriage
རེ་ཐག་ཆད་པ་	lose hope	To become discouraged or stop believing that something good might happen
གཤིན་རྗེ་	Yama	The lord of death in Tibetan Buddhism
ཕོ་ཉ་	messenger	A person who carries a message or is employed to deliver messages
སྡིག	misdeeds	Wrongful or sinful actions
དམྱལ་བ	hell	A place or state of torment or suffering
སྐྲག་པ	dread	Great fear or apprehension
མི་གཙང་	filth	Dirty or disgusting matter
མྱོས་པ	intoxicated	Under the influence of alcohol or drugs
ཉ་གསོན་འགྲེ་བ	living, writhing fish	A fish that is alive and moving
ཚེ་འདིར	in this life	The current lifetime or present existence
འཇིགས	terror	Extreme fear or dread
སྡིག་བྱས	misdeeds	Evil or wrongful actions
དམྱལ་བ	hell	A place or state of torment or suffering
སྡུག་བསྔལ	suffering	Physical or mental pain and distress
ཆུ་ཚན་	scalding water	Very hot water capable of burning skin
གཞོན་ཤ་ཅན་	tender flesh	Young or delicate skin
དམྱལ་བ་	hell	A place or state of torment or suffering
ལས་	karma	The sum of a person's actions in this and previous states of existence
བདེ་བར་གནས་	stay comfortably	To remain in a state of ease or comfort
བརྩོན་མེད་	Without effort	Lacking diligence or exertion
འབྲས་བུ་	Results	Fruits or outcomes of actions
བཟེ་རེ་ཅན་	Delicate	Fragile or sensitive
འཆི་བ་	Death	The end of life
ལྷ་	God	A divine being or deity
སྡུག་བསྔལ་	Suffering	Pain, misery, or distress
མི་ཡི་གྲུ	human boat	A metaphor for human life or human body as a means of spiritual progress
སྡུག་བསྔལ་ཆུ་བོ་ཆེ	great river of suffering	A metaphor for the cycle of rebirth and suffering in Buddhist philosophy
རྨོངས་པ	fool	A person who lacks wisdom or understanding
གཉིད་མ་ལོག	do not sleep	An exhortation to remain vigilant and not waste time
དམ་ཆོས་	dharma	The teachings of Buddhism or the universal truth
སྡུག་བསྔལ་	suffering	Pain, distress, or unsatisfactoriness in Buddhist philosophy
གཡེང་བ་	distractions	Things that divert attention or focus
རྒོད་	games	Playful activities or amusements
སྒྱིད་ལུག་མེད	Don't be discouraged	To maintain motivation and not lose heart
དཔུང་ཚོགས	forces	Collective strength or resources
ལྷུར་བླང	purpose	To take up or adopt earnestly
བདག་ཉིད་དབང་བྱ	self-control	Mastery over oneself
བདག་དང་གཞན་དུ་མཉམ་པ	equality of self and others	Viewing oneself and others as equal
བདག་དང་གཞན་དུ་བརྗེ་བ	exchanging yourself for others	Putting oneself in another's place
བྱང་ཆུབ་	enlightenment	The state of perfect knowledge or wisdom
སྒྱིད་ལུག་པ	demoralized	Feeling a loss of courage or motivation
དེ་བཞིན་གཤེགས་པ	Tathagata	An epithet of the Buddha, meaning "one who has thus gone" or "one who has thus come"
བདེན་པ	truth	That which is in accordance with fact or reality
བདག་ལྟ་རིགས	human race	The species of Homo sapiens, or human beings
ཕན་དང་གནོད་པ	helps and harms	Beneficial and detrimental actions or effects
བྱང་ཆུབ་སྤྱོད་པ	enlightened conduct	Behavior in accordance with the path to enlightenment
བྱང་ཆུབ	enlightenment	The state of perfect knowledge or wisdom in Buddhism
རྐང་ལག	limbs	The arms and legs of a body
བཏང་དགོས	sacrifice	To give up something valuable for a greater cause
ལྕི་དང་ཡང་བ	severe and light	Referring to the gravity or intensity of something
རྨོངས་པ	delusion	A false belief or opinion
འཇིགས	fear	A feeling of anxiety or dread caused by the presence or anticipation of danger
བསྐལ་པ	aeon	A very long period of time; an age
བྱེ་བ	million	The number 1,000,000
གྲངས་མེད	countless	Too many to be counted; innumerable
བཅད་པ	hack	To cut or chop roughly
དབུག	stab	To pierce with a pointed weapon
བསྲེག	burn	To destroy or damage by fire
གཤེགས	rent asunder	To tear apart violently
བྱང་ཆུབ	enlightenment	The state of perfect knowledge or insight in Buddhism
ཐོབ་པ	achieve	To successfully reach a desired objective or result
བྱང་ཆུབ་	Enlightenment	The state of perfect knowledge or wisdom
སྡུག་བསྔལ་	Suffering	Physical or mental pain or distress
ཟུག་རྔུ་	Painful foreign object	Something causing pain that doesn't belong in the body
ལུས་རྨ་	Incision	A cut made in the body, typically during surgery
སྨན་པ་	physician	a person qualified to practice medicine
གསོ་དཔྱད་	treatment	medical care given to a patient for an illness or injury
ནད་	disease	a disorder of structure or function in a human, animal, or plant
སྡུག་བསྔལ་	suffering	the state of undergoing pain, distress, or hardship
གཞོམ་	overcome	succeed in dealing with a problem or difficulty
མི་བདེ་	discomfort	slight pain or physical uneasiness
གསོ་དཔྱད་ཕལ་པ	Commonplace treatments	Ordinary or typical medical procedures
སྨན་པ་མཆོག	Supreme Physician	The highest or most excellent doctor
ཆོ་ག་ཤིན་ཏུ་འཇམ་པོ	Most gentle remedies	Extremely mild or soft medical treatments
ནད་ཆེན་དཔག་མེད	Unfathomably great diseases	Immeasurably severe illnesses
གསོ་བར་མཛད	Cures	To heal or treat successfully
ཚོད་མ་	vegetables	Edible plants or parts of plants
སྦྱིན་པ་	giving	The act of offering or donating something
འདྲེན་པ་	Guide	A spiritual leader or teacher
སྦྱོར་བ་	prescribe	To recommend or advise as a course of action
གོམས་	used to	Accustomed or habituated to something
རིམ་གྱིས་	gradually	Progressing by degrees; step by step
ཤ་	flesh	The soft substance of a human or animal body
ལུས་	body	The physical structure of a person or animal
ཚོད་	vegetables	Edible plant matter, typically excluding fruits and seeds
ཤ་	flesh	The soft substance consisting of muscle and fat that is found between the skin and bones of an animal or a human
གཏོང་བ་	relinquishing	The action of giving up or letting go of something
དཀའ་བ་	difficulty	The state or condition of being difficult
སྡིག་པ	wrong/misdeeds	Negative or harmful actions
སྡུག་བསྔལ	pain	Physical or mental suffering
མཁས་པ	wise	Having or showing experience, knowledge, and good judgment
མི་དགའ	melancholy	A feeling of pensive sadness
ལོག་པར་རྟོག་པ	misconceptions	Incorrect or inaccurate ideas or thoughts
སེམས	mind	The element of a person that enables them to be aware of the world and their experiences
ལུས	body	The physical structure of a person or animal
བསོད་ནམས་	merit	positive karma or good fortune resulting from virtuous actions
ལུས་བདེ་	physical pleasure	comfort or well-being of the body
མཁས་པ་	wise	knowledgeable or skilled person
སེམས་བདེ་	mental pleasure	happiness or contentment of the mind
གཞན་དོན་	others' sake	for the benefit of others
འཁོར་བ་	samsara	the cycle of rebirth in Buddhist philosophy
སྙིང་རྗེ་ཅན་	compassionate	those who have empathy and concern for others' suffering
སྐྱོ་	despair	to feel hopeless or discouraged
བྱང་ཆུབ་སེམས	bodhichitta	The enlightened mind or the aspiration to attain enlightenment for the benefit of all beings
སྡིག་པ	misdeeds	Negative actions or sins
བསོད་ནམས	merit	Positive karma or virtuous actions
ཉན་ཐོས	shravakas	Disciples of the Buddha who aim for individual liberation
སེམས་ཅན་	beings	Living creatures capable of experiencing consciousness
དོན་གྲུབ་	benefit	To bring advantage or improvement
དཔུང་	forces	Factors or elements that contribute to an action or result
མོས་	longing	A strong desire or yearning
བརྟན་	steadfastness	Firm and unwavering commitment
དགའ་	joy	A feeling of great pleasure and happiness
དོར་བ་	deferring	Putting off or delaying an action
སྡུག་བསྔལ་	suffering	Physical or mental pain and distress
འཇིགས་པ་	fearing	Feeling afraid or apprehensive
ཕན་ཡོན་	benefits	Advantages or positive outcomes
བསམ་པ་	contemplating	Thinking deeply about something
བསྐྱེད་	born (of)	Arising or originating from
མི་མཐུན་ཕྱོགས	contrary	Something that opposes or hinders
མོས	longing	A strong desire or craving
ང་རྒྱལ	pride	A feeling of self-respect and personal worth
དགའ	joy	A feeling of great pleasure and happiness
དོར	putting aside	To set aside or discard
ལྷུར་ལེན	effort	Determined attempt or exertion
དབང་བསྒྱུར	mastery	Comprehensive knowledge or skill
སྟོབས	force	Strength or power exerted upon an object
བརྩོན་འགྲུས	diligence	Persistent work or effort
འབད་པ	strive	To make great efforts to achieve something
བདག	self	one's own person or being
གཞན	others	people other than oneself
ཉེས་པ	wrongs/faults	mistakes or negative actions
དཔག་མེད	infinite	without measure or limit
གཞོམ	eliminate	to destroy or overcome
བསྐལ་པ	aeon	an extremely long period of time
རྒྱ་མཚོ	ocean	a vast expanse of water
ཟད	extinguish	to put an end to or exhaust completely
ཉེས་ཟད་	Exhausting negativities	The process of eliminating or overcoming negative actions or karma
རྩོམ་པ་	To begin	To start or initiate an action
སྡུག་བསྔལ་	Suffering	Pain, distress, or hardship experienced in life
དཔག་ཏུ་མེད་པ་	Infinite	Without limit or end; immeasurable
སྙིང་	Heart	The central or innermost part of something; figuratively, one's deepest feelings or nature
བཅོམ་ལྡན་	Bhagavan	An epithet for the Buddha, meaning "Blessed One" or "Fortunate One"
དགའ་སྟོན་	Feast	A large meal or celebration, often in a religious context
བསྟན་	Teachings	The doctrines or instructions, typically referring to Buddhist teachings
དབུལ་པོ་	Poor	People lacking material possessions or money
འཇིགས་	fear	A feeling of anxiety or dread caused by the presence or anticipation of danger
མི་འཇིགས་	safety	The state of being protected from danger or harm
ཉམ་ཐག	wretched	In a very unhappy or unfortunate state
བདེ་	comfort	A state of physical ease and freedom from pain or constraint
མ་ཡི་མངལ་	mother's womb	The uterus of a mother where a fetus develops
ཟུག་རྔུ་	pain	Physical suffering or discomfort caused by illness or injury
སྡུག་བསྔལ་	suffering	The state of undergoing pain, distress, or hardship
ཆོས་	dharma	The teachings of Buddhism or the universal law of nature
མོས་	longing	A strong desire or yearning
ཕོངས་པ་	tribulations	Severe trials or suffering
སྔོན་	before	In the past or previously
ད་ལྟར་	now	At the present time
གཏོང་	forsake	To abandon or give up
དགེ་བའི་ཕྱོགས	virtuous aspects	Positive or wholesome actions and qualities
ཐུབ་པ	Sage	A wise and experienced person, often referring to the Buddha
མོས་པ	longing	Strong desire or aspiration
རྣམ་སྨིན་འབྲས་བུ	full ripening of results	The complete maturation of karmic effects
བསྒོམས་པ	meditating	Contemplating or focusing one's mind on a particular subject
སྡུག་བསྔལ་	Sufferings	Physical or mental pain and distress
ཡིད་མི་བདེ་བ་	Unhappiness	State of not being content or joyful
འཇིགས་པ་	Dangers	Threats or risks of harm
འདོད་པ་	Desires	Strong wishes or cravings for something
བྲལ་བ་	Deprivation	The state of being deprived or lacking something
སྡིག་པ་	Misdeeds	Wicked or evil actions
སྤྱོད་	Committing	Carrying out or performing an action
དགེ་བྱས་པས	virtue	Positive or righteous actions
བསོད་ནམས	merit	Positive karma accumulated from good deeds
འབྲས་བུ	result	Consequence or outcome of actions
མངོན་མཆོད	welcomed with offerings	To be honored or revered with gifts
སྡིག་པ་	Misdeed	A wrongful or wicked act
བདེ་འདོད་	Desire for happiness	The wish or longing for well-being or contentment
འགྲོ་འགྱུར་	Go	To move or travel from one place to another
སྡུག་བསྔལ་	Suffering	Physical or mental pain or distress
མཚོན་	Weapon	An instrument used for fighting or attack
རྣམ་པར་འཇོམས་	Destroy	To put an end to the existence of something by damaging or attacking it
རྒྱལ་བ	victor	One who has conquered or triumphed, referring to enlightened beings
པདྨ	lotus	An aquatic plant with large, fragrant flowers
ཐུབ་འོད	light rays from the sages	Illumination emanating from enlightened beings
བདེ་གཤེགས	sugata	An epithet for Buddha, meaning "one who has gone to bliss"
སྲས	child	Offspring or disciple, in this context referring to a spiritual heir
གཟི་བརྗིད	majesty	Impressive beauty, dignity, or grandeur
ལུས་མཆོག	supreme body	An excellent or superior physical form
གཤིན་རྗེ	Yama	The lord of death in Buddhist and Hindu mythology
སྐྱེས་བུ	Henchmen	Loyal followers or supporters, especially those who engage in unethical acts
པགས་པ	Skin	The outer covering of the body
ཟངས་ཞུན	Molten copper	Copper in a liquid state due to high heat
རལ་གྲི	Sword	A weapon with a long metal blade and a hilt
མདུང་ཐུང	Spear	A weapon with a long shaft and a pointed tip
ལྕགས་ཀྱི་ས་གཞི	Iron ground	A surface made of iron
མི་དགེ	Nonvirtue	Unwholesome or unethical actions in Buddhist philosophy
དགེ་	virtue	moral excellence or righteousness
མོས་བྱ་	long for	to have a strong desire for
གུས་པ་	dedication	commitment to a task or purpose
བསྒོམ་	meditate	to engage in contemplation or reflection
རྡོ་རྗེ་རྒྱལ་མཚན་	Vajradhvaja	literally "vajra victory banner", a Buddhist ritual implement
ཆོ་ག་	methods	procedures or techniques
ང་རྒྱལ་	pride	a feeling of self-respect and personal worth
འབྱོར་པ་	resources	Means, wealth, or possessions available for use
བརྟགས་	examine	To inspect or scrutinize carefully
བརྩམ་	begin	To start or commence an action
མི་བརྩམ་	don't begin	To refrain from starting an action
མཆོག་	best	Superior or most excellent option
