བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །	I prostrate with respect to the sugatas, Who have the dharmakaya, and their offspring, And also to all worthy of veneration. I'll teach in brief, according to the scriptures, The way to enter the bodhisattva's vows.

Glossary:

Glossary:
མི་མཐུན་ཕྱོགས	contrary	Something that opposes or hinders
མོས	longing	A strong desire or craving
ང་རྒྱལ	pride	A feeling of self-respect and personal worth
དགའ	joy	A feeling of great pleasure and happiness
དོར	putting aside	To set aside or discard
ལྷུར་ལེན	effort	Determined attempt or exertion
དབང་བསྒྱུར	mastery	Comprehensive knowledge or skill
སྟོབས	force	Strength or power exerted upon an object
བརྩོན་འགྲུས	diligence	Persistent work or effort
འབད་པ	strive	To make great efforts to achieve something
----------------------------------------------------------------------------------------------------
བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །དཔག་མེད་བདག་གིས་གཞོམ་བྱ་སྟེ། །གང་དུ་ཉེས་པ་རེ་རེ་ལའང་། །བསྐལ་པ་རྒྱ་མཚོ་ཟད་འགྱུར་བ། །	My own and others' infinite wrongs Are mine indeed to eliminate, But every single fault will take An ocean of aeons to extinguish.

Glossary:
བདག	self	one's own person or being
གཞན	others	people other than oneself
ཉེས་པ	wrongs/faults	mistakes or negative actions
དཔག་མེད	infinite	without measure or limit
གཞོམ	eliminate	to destroy or overcome
བསྐལ་པ	aeon	an extremely long period of time
རྒྱ་མཚོ	ocean	a vast expanse of water
ཟད	extinguish	to put an end to or exhaust completely
----------------------------------------------------------------------------------------------------
ཉེས་ཟད་རྩོམ་པ་དེ་ཡི་ནི། །ཆ་ཡང་བདག་ལ་མ་མཐོང་ན། །སྡུག་བསྔལ་དཔག་ཏུ་མེད་པའི་གནས། །བདག་གོ་ཅི་ཕྱིར་སྙིང་མ་གས། །	And I don't see that I've begun to exhaust them even the slightest bit. Infinite suffering is my lot; Why does my heart not burst apart?

Glossary:
ཉེས་ཟད་	Exhausting negativities	The process of eliminating or overcoming negative actions or karma
རྩོམ་པ་	To begin	To start or initiate an action
སྡུག་བསྔལ་	Suffering	Pain, distress, or hardship experienced in life
དཔག་ཏུ་མེད་པ་	Infinite	Without limit or end; immeasurable
སྙིང་	Heart	The central or innermost part of something; figuratively, one's deepest feelings or nature
----------------------------------------------------------------------------------------------------
བདག་གིས་བཅོམ་ལྡན་མ་མཆོད་ཅིང་། །དགའ་སྟོན་ཆེན་པོའི་བདེ་མ་བྱིན། །བསྟན་ལ་བྱ་བ་མ་བྱས་དང་། །དབུལ་པོའི་བསམ་པ་རྫོགས་མ་བྱས། །	I haven't worshipped the Bhagavan or given the pleasures of great feasts. I have not acted for the teachings, or fulfilled the wishes of the poor.

Glossary:
བཅོམ་ལྡན་	Bhagavan	An epithet for the Buddha, meaning "Blessed One" or "Fortunate One"
དགའ་སྟོན་	Feast	A large meal or celebration, often in a religious context
བསྟན་	Teachings	The doctrines or instructions, typically referring to Buddhist teachings
དབུལ་པོ་	Poor	People lacking material possessions or money
----------------------------------------------------------------------------------------------------
འཇིགས་ལ་མི་འཇིགས་མ་བྱིན་དང་། །ཉམ་ཐག་བདེ་མ་བྱིན་ན་བདག །མ་ཡི་མངལ་གྱི་ཟུག་རྔུ་དང་། །སྡུག་བསྔལ་འབའ་ཞིག་བསྐྱེད་པར་ཟད། །	If I have not provided safety to those in fear, or given comfort to the wretched, I have only created suffering and pain inside my mother's womb.

Glossary:
འཇིགས་	fear	A feeling of anxiety or dread caused by the presence or anticipation of danger
མི་འཇིགས་	safety	The state of being protected from danger or harm
ཉམ་ཐག	wretched	In a very unhappy or unfortunate state
བདེ་	comfort	A state of physical ease and freedom from pain or constraint
མ་ཡི་མངལ་	mother's womb	The uterus of a mother where a fetus develops
ཟུག་རྔུ་	pain	Physical suffering or discomfort caused by illness or injury
སྡུག་བསྔལ་	suffering	The state of undergoing pain, distress, or hardship
----------------------------------------------------------------------------------------------------
བདག་ནི་སྔོན་དང་ད་ལྟར་ཡང་། །ཆོས་ལ་མོས་དང་བྲལ་བ་ཡིས། །ཕོངས་པ་འདི་འདྲ་བྱུང་བར་གྱུར། །སུ་ཞིག་ཆོས་ལ་མོས་པ་གཏོང་། །	Because I have not longed for dharma, Such tribulations have occurred To me before and even now. Who would forsake the wish for dharma?

Glossary:
ཆོས་	dharma	The teachings of Buddhism or the universal law of nature
མོས་	longing	A strong desire or yearning
ཕོངས་པ་	tribulations	Severe trials or suffering
སྔོན་	before	In the past or previously
ད་ལྟར་	now	At the present time
གཏོང་	forsake	To abandon or give up
----------------------------------------------------------------------------------------------------
དགེ་བའི་ཕྱོགས་ནི་ཐམས་ཅད་ཀྱི། །རྩ་བ་མོས་པར་ཐུབ་པས་གསུངས། །དེ་ཡི་རྩ་བ་རྟག་ཏུ་ནི། །རྣམ་སྨིན་འབྲས་བུ་བསྒོམས་པས་སོ། །	The Sage has said the basis of everything virtuous is longing. The root of that is meditating on the full ripening of results.

Glossary:
དགེ་བའི་ཕྱོགས	virtuous aspects	Positive or wholesome actions and qualities
ཐུབ་པ	Sage	A wise and experienced person, often referring to the Buddha
མོས་པ	longing	Strong desire or aspiration
རྣམ་སྨིན་འབྲས་བུ	full ripening of results	The complete maturation of karmic effects
བསྒོམས་པ	meditating	Contemplating or focusing one's mind on a particular subject
----------------------------------------------------------------------------------------------------
སྡུག་བསྔལ་ཡིད་མི་བདེ་བ་དང་། །འཇིགས་པ་རྣམ་པ་སྣ་ཚོགས་དང་། །འདོད་པ་རྣམས་དང་བྲལ་བ་ནི། །སྡིག་པ་སྤྱོད་ལས་འབྱུང་བར་འགྱུར། །	Sufferings, unhappiness, dangers of assorted types, and deprivation of desires occur because of committing misdeeds.

Glossary:
སྡུག་བསྔལ་	Sufferings	Physical or mental pain and distress
ཡིད་མི་བདེ་བ་	Unhappiness	State of not being content or joyful
འཇིགས་པ་	Dangers	Threats or risks of harm
འདོད་པ་	Desires	Strong wishes or cravings for something
བྲལ་བ་	Deprivation	The state of being deprived or lacking something
སྡིག་པ་	Misdeeds	Wicked or evil actions
སྤྱོད་	Committing	Carrying out or performing an action
----------------------------------------------------------------------------------------------------
ཡིད་ལ་བསམས་པའི་དགེ་བྱས་པས། །གང་དང་གང་དུ་འགྲོ་འགྱུར་བ། །དེ་དང་དེར་ནི་བསོད་ནམས་དེས། །འབྲས་བུའི་ཡོན་གྱིས་མངོན་མཆོད་འགྱུར། །	Wherever they go, those who perform the virtue that their heart desires will be welcomed with offerings resulting from their acts of merit.

Glossary:
དགེ་བྱས་པས	virtue	Positive or righteous actions
བསོད་ནམས	merit	Positive karma accumulated from good deeds
འབྲས་བུ	result	Consequence or outcome of actions
མངོན་མཆོད	welcomed with offerings	To be honored or revered with gifts
----------------------------------------------------------------------------------------------------
སྡིག་པ་བྱེད་པ་བདེ་འདོད་ཀྱང་། །གང་དང་གང་དུ་འགྲོ་འགྱུར་བ། །དེ་དང་དེར་ནི་སྡིག་པ་དེས། །སྡུག་བསྔལ་མཚོན་གྱིས་རྣམ་པར་འཇོམས། །	Wherever they go, those who commit misdeeds, though they want happiness, will be destroyed by the weapons of suffering because of their wrongs.

Glossary:
སྡིག་པ་	Misdeed	A wrongful or wicked act
བདེ་འདོད་	Desire for happiness	The wish or longing for well-being or contentment
འགྲོ་འགྱུར་	Go	To move or travel from one place to another
སྡུག་བསྔལ་	Suffering	Physical or mental pain or distress
མཚོན་	Weapon	An instrument used for fighting or attack
རྣམ་པར་འཇོམས་	Destroy	To put an end to the existence of something by damaging or attacking it
----------------------------------------------------------------------------------------------------
རྒྱ་ཆེ་དྲི་བཟང་བསིལ་བའི་པདྨའི་སྙིང་པོར་གནས། །རྒྱལ་བའི་གསུང་སྙན་ཟས་ཀྱིས་གཟི་བརྗིད་བསྐྱེད་བྱས་པ། །ཐུབ་འོད་ཀྱིས་རྒྱས་པདྨ་ལས་བྱུང་ལུས་མཆོག་ཅན། །རྒྱལ་བའི་མདུན་གནས་བདེ་གཤེགས་སྲས་སུ་དགེ་བས་འགྱུར། །	From virtues, you will dwell within the heart of a vast, cool, and fragrant lotus flower, where nourished by the pleasing voices of the victors, you will grow in majesty. And when, because of light rays from the sages, the lotus blossoms, you will then emerge before the victors with a supreme body— you will become a child of the sugatas.

Glossary:
རྒྱལ་བ	victor	One who has conquered or triumphed, referring to enlightened beings
པདྨ	lotus	An aquatic plant with large, fragrant flowers
ཐུབ་འོད	light rays from the sages	Illumination emanating from enlightened beings
བདེ་གཤེགས	sugata	An epithet for Buddha, meaning "one who has gone to bliss"
སྲས	child	Offspring or disciple, in this context referring to a spiritual heir
གཟི་བརྗིད	majesty	Impressive beauty, dignity, or grandeur
ལུས་མཆོག	supreme body	An excellent or superior physical form
----------------------------------------------------------------------------------------------------
གཤིན་རྗེའི་སྐྱེས་བུས་པགས་པ་མ་ལུས་བཤུས་པས་ཤིན་ཏུ་ཉམ་ཐག་ཅིང་། །རབ་ཏུ་ཚ་བའི་མེ་ཡིས་བཞུས་པའི་ཟངས་ཞུན་ལུས་ལ་བླུགས་གྱུར་ལ། །འབར་བའི་རལ་གྲི་མདུང་ཐུང་གིས་བསྣུན་ཤ་ཡི་དུམ་བུ་བརྒྱར་ལྷགས་ཤིང་། །ཤིན་ཏུ་འབར་བའི་ལྕགས་ཀྱི་ས་གཞིར་ལྷུང་བ་མི་དགེ་མང་པོས་འགྱུར། །	The henchmen of Yama will entirely flay your skin, and you will be most miserable and wretched. Then molten copper melted over the most intense fires will pour all over your body, and blows rained down by blazing swords and spears will hack your flesh into a hundred pieces, and you will fall onto the burning iron ground. This will happen due to many nonvirtues.

Glossary:
གཤིན་རྗེ	Yama	The lord of death in Buddhist and Hindu mythology
སྐྱེས་བུ	Henchmen	Loyal followers or supporters, especially those who engage in unethical acts
པགས་པ	Skin	The outer covering of the body
ཟངས་ཞུན	Molten copper	Copper in a liquid state due to high heat
རལ་གྲི	Sword	A weapon with a long metal blade and a hilt
མདུང་ཐུང	Spear	A weapon with a long shaft and a pointed tip
ལྕགས་ཀྱི་ས་གཞི	Iron ground	A surface made of iron
མི་དགེ	Nonvirtue	Unwholesome or unethical actions in Buddhist philosophy
----------------------------------------------------------------------------------------------------
དེ་བས་དགེ་ལ་མོས་བྱ་ཞིང་། །གུས་པ་ཉིད་དུ་བསྒོམ་པར་བྱ། །རྡོ་རྗེ་རྒྱལ་མཚན་ཆོ་ག་ཡིས། །བརྩམས་ནས་ང་རྒྱལ་བསྒོམ་པར་བྱ། །	Therefore, you should long for virtue and cultivate it with dedication. With the methods from the Vajradhvaja, once started, meditate on pride.

Glossary:
དགེ་	virtue	moral excellence or righteousness
མོས་བྱ་	long for	to have a strong desire for
གུས་པ་	dedication	commitment to a task or purpose
བསྒོམ་	meditate	to engage in contemplation or reflection
རྡོ་རྗེ་རྒྱལ་མཚན་	Vajradhvaja	literally "vajra victory banner", a Buddhist ritual implement
ཆོ་ག་	methods	procedures or techniques
ང་རྒྱལ་	pride	a feeling of self-respect and personal worth
----------------------------------------------------------------------------------------------------
དང་པོར་འབྱོར་པ་བརྟགས་ནས་ནི། །བརྩམ་མམ་ཡང་ན་མི་བརྩམ་བྱ། །མ་བརྩམས་པ་ནི་མཆོག་ཡིན་གྱི། །བརྩམས་ནས་ལྡོག་པར་མི་བྱའོ། །	Examine first your resources and then begin or don't begin. Not starting may well be the best. Do not turn back once you've begun.

Glossary:
འབྱོར་པ་	resources	Means, wealth, or possessions available for use
བརྟགས་	examine	To inspect or scrutinize carefully
བརྩམ་	begin	To start or commence an action
མི་བརྩམ་	don't begin	To refrain from starting an action
མཆོག་	best	Superior or most excellent option
ལྡོག་པར་	turn back	To reverse course or abandon an undertaking
----------------------------------------------------------------------------------------------------
སྐྱེ་བ་གཞན་དུ་དེ་གོམས་ཤིང་། །སྡིག་དང་སྡུག་བསྔལ་འཕེལ་བར་འགྱུར། །གཞན་དང་འབྲས་བུའི་དུས་ཀྱང་ནི། །དམན་འགྱུར་དེ་ཡང་སྒྲུབ་མི་འགྱུར། །	For with that habit, in other lives misdeeds and suffering will increase. Or else the time of the result will be diminished, unaccomplished.

Glossary:
སྐྱེ་བ་གཞན་	other lives	Future rebirths or incarnations
གོམས་	habit	A settled or regular tendency or practice
སྡིག་	misdeeds	Wicked or evil actions
སྡུག་བསྔལ་	suffering	Physical or mental pain and distress
འཕེལ་བར་འགྱུར་	will increase	To become greater in size, amount, or degree
འབྲས་བུ་	result	A consequence, effect, or outcome of something
དུས་	time	A period or point of time
དམན་འགྱུར་	diminished	Reduced or lessened in size, importance, or intensity
སྒྲུབ་མི་འགྱུར་	unaccomplished	Not completed or achieved successfully
----------------------------------------------------------------------------------------------------
ལས་དང་ཉོན་མོངས་ནུས་པས་ཏེ། །གསུམ་པོ་དག་ལ་ང་རྒྱལ་བྱ། །བདག་ཉིད་གཅིག་པུས་བྱའོ་ཞེས། །འདི་ནི་ལས་ཀྱི་ང་རྒྱལ་ཉིད། །	Be prideful of these three: your acts, afflictions, and ability. To say, "I shall do this alone," is in itself the pride of action.

Glossary:
ལས་	acts	Actions or deeds performed
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and cause suffering
ནུས་པ	ability	Capacity or power to do something
ང་རྒྱལ་	pride	A feeling of self-importance or superiority
བདག་ཉིད་	oneself	One's own self or person
ལས་ཀྱི་ང་རྒྱལ་	pride of action	Pride related to one's actions or deeds
----------------------------------------------------------------------------------------------------
ཉོན་མོངས་དབང་མེད་འཇིག་རྟེན་འདིས། །རང་དོན་སྒྲུབ་པར་མི་ནུས་པས། །འགྲོ་བས་བདག་ལྟར་མི་ནུས་ཏེ། །དེ་བས་བདག་གིས་འདི་བྱའོ། །	The worldly, overcome by afflictions, Cannot accomplish their own good. Beings are not as able as I, Therefore I'll do this myself.

Glossary:
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and lead to unwholesome actions
འཇིག་རྟེན་	worldly	Relating to or characteristic of the ordinary world, as opposed to spiritual or religious matters
རང་དོན་	own good	One's personal benefit or welfare
འགྲོ་བ་	beings	Living creatures or sentient beings
བདག་	I/myself	Self or oneself
སྒྲུབ་པ་	accomplish	To achieve or complete successfully
----------------------------------------------------------------------------------------------------
གཞན་དག་དམན་པའི་ལས་བྱེད་ན། །བདག་ཉིད་ཀྱང་ནི་ཇི་ལྟར་འདུག །ང་རྒྱལ་གྱིས་ནི་མི་བྱས་ཏེ། །བདག་ལ་ང་རྒྱལ་མེད་པ་མཆོག །	How can I just sit there when another does the menial work? If out of pride, I won't do that. It's best for me to have no pride.

Glossary:
གཞན་དག	Another	A person other than oneself
དམན་པའི་ལས	Menial work	Low-status or unskilled labor
བདག་ཉིད	Myself	One's own self
ང་རྒྱལ	Pride	A feeling of self-importance or superiority
མཆོག	Best	Of the highest quality or most desirable
----------------------------------------------------------------------------------------------------
ཤི་བའི་སྦྲུལ་དང་ཕྲད་གྱུར་ན། །ཁྭ་ཡང་མཁའ་ལྡིང་ལྟ་བུར་སྤྱོད། །གལ་ཏེ་བདག་ཉིད་ཉམ་ཆུང་ན། །ལྟུང་བ་ཆུང་ངུའང་གནོད་པར་བྱེད། །	When it encounters a dead snake, Even a crow acts like a garuda. When I myself am weak, Even a small downfall will cause me harm.

Glossary:
སྦྲུལ་	snake	A long, legless reptile
ཁྭ་	crow	A large black bird
མཁའ་ལྡིང་	garuda	A mythical bird-like creature in Buddhist and Hindu traditions
ཉམ་ཆུང་	weak	Lacking strength or power
ལྟུང་བ་	downfall	A loss of power, status, or reputation
----------------------------------------------------------------------------------------------------
ཞུམ་བཅས་རྩོལ་བ་དོར་བ་ལ། །ཕོངས་ལས་ཐར་བ་ཡོད་དམ་ཅི། །ང་རྒྱལ་རྩོལ་བ་བསྐྱེད་པས་ནི། །ཆེན་པོ་ཡིས་ཀྱང་ཐུབ་པར་དཀའ། །	Can there be freedom from privation For the disheartened who have stopped trying? It's hard for even the great to best Those who have roused their pride and effort.

Glossary:
ཞུམ་བཅས་	disheartened	feeling discouraged or dispirited
རྩོལ་བ་	effort	exertion or attempt
ཕོངས་ལས་	privation	lack of the basic necessities of life
ཐར་བ་	freedom	the state of being free or unrestricted
ང་རྒྱལ་	pride	a feeling of deep pleasure or satisfaction derived from achievements
ཆེན་པོ་	great	of an extent, amount, or intensity considerably above average
----------------------------------------------------------------------------------------------------
དེ་བས་སེམས་ནི་བརྟན་པ་ཡིས། །ལྟུང་བ་རྣམས་ནི་གཞོམ་བྱ་སྟེ། །བདག་ནི་ལྟུང་བས་ཕམ་བྱས་ན། །ཁམས་གསུམ་རྒྱལ་འདོད་བཞད་གད་འགྱུར། །	Therefore with a steadfast mind, I'll vanquish downfalls. If instead they conquer me, my wish to triumph over the three realms is laughable.

Glossary:
སེམས་བརྟན་པ་	steadfast mind	A mind that is firm, unwavering, and resolute
ལྟུང་བ་	downfalls	Moral or spiritual failings or transgressions
གཞོམ་	vanquish	To defeat or overcome completely
ཁམས་གསུམ་	three realms	The three spheres of existence in Buddhist cosmology: desire realm, form realm, and formless realm
རྒྱལ་འདོད་	wish to triumph	The desire to be victorious or successful
བཞད་གད་	laughable	Something that is ridiculous or worthy of mockery
----------------------------------------------------------------------------------------------------
བདག་གིས་ཀུན་ལས་རྒྱལ་བྱ་སྟེ། །བདག་ལས་སུ་ཡང་རྒྱལ་མི་བྱ། །རྒྱལ་བ་སེང་གེའི་སྲས་བདག་གིས། །ང་རྒྱལ་འདི་ལ་གནས་པར་བྱ། །	I'll be victorious over all. I will let nothing vanquish me. A child of the lion, the Victor, I shall abide within such pride.

Glossary:
རྒྱལ་བ	Victor	One who has conquered or triumphed
སེང་གེ	Lion	A large wild cat of the genus Panthera, often used symbolically in Buddhist contexts
སྲས	Child	Offspring, particularly used for noble or important lineages
ང་རྒྱལ	Pride	A feeling of self-respect and personal worth
----------------------------------------------------------------------------------------------------
འགྲོ་གང་ང་རྒྱལ་གྱིས་བཅོམ་དེ། །ཉོན་མོངས་ང་རྒྱལ་ཅན་མ་ཡིན། །ང་རྒྱལ་ཅན་དགྲའི་དབང་མི་འགྲོ། །དེ་དག་ང་རྒྱལ་དགྲ་དབང་འགྱུར། །	Those beings whom pride has subjugated do not have pride; they are afflicted. The proud are not controlled by foes. They have succumbed to the foe pride.

Glossary:
འགྲོ་	beings	Living creatures or entities
ང་རྒྱལ་	pride	Excessive self-esteem or conceit
བཅོམ་	subjugated	Brought under control or dominion
ཉོན་མོངས་	afflicted	Troubled or distressed
དགྲ་	foe	An enemy or adversary
དབང་	control	Power to influence or direct behavior
----------------------------------------------------------------------------------------------------
ཉོན་མོངས་ང་རྒྱལ་གྱིས་ཁེངས་ནི། །ངན་འགྲོར་ང་རྒྱལ་གྱིས་ཁྲིད་ཅིང་། །མི་ཡི་དགའ་སྟོན་བཅོམ་པ་དང་། །གཞན་གྱི་ཟས་ཟའི་བྲན་དང་ནི། །	Inflated by afflicted pride, That pride will lead you to lower realms, Destroying the feast of being human. A slave who feeds on others' scraps,

Glossary:
ཉོན་མོངས་	affliction	A disturbing emotion or mental state that causes suffering
ང་རྒྱལ་	pride	An inflated sense of one's personal status or accomplishments
ངན་འགྲོ་	lower realms	Unfortunate states of rebirth in Buddhist cosmology
མི་ཡི་དགའ་སྟོན་	feast of being human	The joyful experience or opportunity of human life
བྲན་	slave	A person who is the property of and wholly subject to another
----------------------------------------------------------------------------------------------------
གླེན་པ་མི་སྡུག་ཉམ་ཆུང་དང་། །ཐམས་ཅད་དུ་ནི་བརྙས་པར་འགྱུར། །ང་རྒྱལ་གྱིས་ཁེངས་དཀའ་ཐུབ་ཅན། །དེ་ཡང་ང་རྒྱལ་ཅན་གཏོགས་ན། །དམན་པ་ཅི་འདྲ་ཡིན་པ་སྨྲོས། །	You'll be reviled everywhere. If wretched folk inflated with pride are also counted among the proud, do say, then, what the lowly are like.

Glossary:
གླེན་པ་	Foolish	Lacking intelligence or common sense
མི་སྡུག	Ugly	Unattractive or unpleasant in appearance
ཉམ་ཆུང་	Weak	Lacking strength or power
བརྙས་པ	Reviled	Criticized or despised
ང་རྒྱལ་	Pride	A feeling of self-respect and personal worth
དཀའ་ཐུབ་ཅན་	Ascetic	Practicing strict self-denial as a measure of personal and spiritual discipline
དམན་པ	Lowly	Low in status or importance
----------------------------------------------------------------------------------------------------
གང་ཞིག་ང་རྒྱལ་དགྲ་ལས་རྒྱལ་ཕྱིར་ང་རྒྱལ་འཆང་། །དེ་ནི་ང་རྒྱལ་ཅན་དང་རྣམ་རྒྱལ་དཔའ་དེ་ཉིད། །གང་ཞིག་ང་རྒྱལ་དགྲ་བདོ་བ་ཡང་ངེས་བཅོམ་སྟེ། །འགྲོ་ལ་འདོད་བཞིན་རྒྱལ་བའི་འབྲས་བུ་རྫོགས་པར་བྱེད། །	Those who grasp pride in order to defeat the enemy pride, They are the proud, the victorious who are themselves the heroes. The ones who thus destroy the growing enemy of pride Will perfect the result of victory that beings desire.

Glossary:
ང་རྒྱལ་	Pride	An inflated sense of one's personal status or accomplishments
དགྲ་	Enemy	A person who is actively opposed or hostile to someone or something
རྣམ་རྒྱལ་	Victorious	Having won a victory; triumphant
དཔའ་	Hero	A person who is admired or idealized for courage, outstanding achievements, or noble qualities
འགྲོ་	Beings	Living creatures or entities
རྒྱལ་བའི་འབྲས་བུ་	Result of victory	The outcome or consequence of winning or being successful
----------------------------------------------------------------------------------------------------
ཉོན་མོངས་ཕྱོགས་ཀྱི་ཁྲོད་གནས་ན། །རྣམ་པ་སྟོང་དུ་སྲན་གཟུགས་ཏེ། །ཝ་ལ་སོགས་པས་སེང་གེ་བཞིན། །ཉོན་མོངས་ཚོགས་ཀྱིས་མི་ཚུགས་བྱ། །	Amidst the crowd of the afflictions, persevere in a thousand ways. Like lions with jackals, do not let the hosts of the afflictions strike.

Glossary:
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and manifest in unwholesome actions
སྲན་གཟུགས་	persevere	To continue in a course of action even in the face of difficulty
ཝ་	jackal	A wild canine native to Eurasia and Africa
སེང་གེ་	lion	A large cat native to Africa and parts of Asia
ཉོན་མོངས་ཚོགས་	hosts of afflictions	A collective term for multiple mental afflictions or negative emotions
----------------------------------------------------------------------------------------------------
དེ་བཞིན་གནས་སྐབས་ཐམས་ཅད་དུ། །རིགས་པ་ལས་ནི་གཞན་མི་སྤྱད། །རྩེད་མོའི་བདེ་འབྲས་འདོད་པ་ལྟར། །འདི་ཡིས་བྱ་བའི་ལས་གང་ཡིན། །	Likewise in every situation, I'll never act any way but right. Like wanting the pleasure that results from play, what are the actions to be done by this?

Glossary:
གནས་སྐབས་	situation	a set of circumstances or state of affairs
རིགས་པ་	right	morally good, justified, or acceptable
སྤྱད་	act	do something
རྩེད་མོ་	play	engage in activity for enjoyment and recreation
བདེ་འབྲས་	pleasure that results	positive sensation or feeling
བྱ་བ་	actions	things done; deeds
ལས་	deeds	actions or work
----------------------------------------------------------------------------------------------------
ལས་དེ་ལ་ནི་ཞེན་བྱ་སྟེ། །ལས་དེས་མི་ངོམས་དགའ་བར་བྱ། །བདེ་བའི་དོན་དུ་ལས་བྱས་ཀྱང་། །བདེ་འགྱུར་མི་འགྱུར་གཏོལ་མེད་ཀྱི། །	One should be attached to that action; be delighted and unsatisfied by that action. Although one acts for the sake of happiness, it's uncertain whether happiness will result or not.

Glossary:
ལས་	action	A deed or activity performed
ཞེན་བྱ་	be attached	To cling or adhere to something
མི་ངོམས་	unsatisfied	Not content or fulfilled
དགའ་བར་བྱ་	be delighted	To feel or show great pleasure
བདེ་བ་	happiness	A state of contentment or joy
གཏོལ་མེད་	uncertain	Not known or definite
----------------------------------------------------------------------------------------------------
གང་གི་ལས་ཉིད་བདེ་འགྱུར་བ། །དེ་ལས་མི་བྱེད་ཇི་ལྟར་བདེ། །སྤུ་གྲིའི་སོར་ཆགས་སྦྲང་རྩི་ལྟའི། །འདོད་པ་རྣམས་ཀྱིས་མི་ངོམས་ན། །	How can those whose deeds bring pleasure be happy if they do not act? If you aren't sated by desires, which are like honey on a razor's edge,

Glossary:
ལས་	deed	an action or act performed
བདེ་	pleasure/happiness	a feeling of contentment or joy
སྤུ་གྲི་	razor	a sharp blade used for shaving
སྦྲང་རྩི་	honey	a sweet, sticky substance produced by bees
འདོད་པ་	desire	a strong feeling of wanting something
མི་ངོམས་	not sated	unsatisfied or not fulfilled
----------------------------------------------------------------------------------------------------
གླང་ཆེན་མཚོ་ཕྲད་མཚོར་འཇུག་ལྟར། །ལས་དེ་ལ་ཡང་འཇུག་པར་བྱ། །སྟོབས་ཉམས་པ་དང་རྗེས་འབྲེལ་ན། །སླར་བྱའི་དོན་དུ་དོར་བར་བྱ། །	Immerse yourself in action, like an elephant who sees a lake and plunges in. But when your strength diminishes, put work aside to act again later.

Glossary:
གླང་ཆེན་	elephant	A large mammal with a long trunk and tusks
མཚོ་	lake	A large body of water surrounded by land
འཇུག་	immerse/plunge	To enter or involve oneself deeply in something
ལས་	action/work	Something done or performed; a task or deed
སྟོབས་	strength	Physical or mental power; might
ཉམས་པ་	diminish	To become or cause to become less
དོར་བ་	put aside	To temporarily abandon or postpone something
----------------------------------------------------------------------------------------------------
ལེགས་པར་ཟིན་ན་ཕྱི་མ་དང་། །ཕྱི་མ་འདོད་པས་དེ་སྤང་བྱ། །འཐབ་རྙིང་དགྲ་དང་ལྷན་ཅིག་ཏུ། །གཡུལ་ངོར་རལ་ཁ་ལྷགས་པ་བཞིན། །ཉོན་མོངས་མཚོན་ལས་གཟུར་བྱ་ཞིང་། །ཉོན་མོངས་དགྲ་རྣམས་གཞོམ་པར་བཏེག །	Once it's well done, leave it behind— Look forward to the next and later. Like parrying the enemy's blade When you are in the thick of battle, Evade the weapons of afflictions, And strike the foe afflictions hard.

Glossary:
ལེགས་པར་ཟིན་ན	Once it's well done	Completing a task successfully
ཕྱི་མ	next, later	Future or subsequent tasks
འཐབ་རྙིང་དགྲ	enemy	Adversary or opponent
གཡུལ་ངོར	in the thick of battle	In the midst of conflict or struggle
རལ་ཁ	blade	Sharp edge of a weapon
ཉོན་མོངས	afflictions	Mental disturbances or negative emotions
མཚོན	weapons	Instruments used for fighting
གཟུར་བྱ	evade	To avoid or escape from
གཞོམ་པར་བཏེག	strike hard	To attack or defeat forcefully
----------------------------------------------------------------------------------------------------
གཡུལ་དུ་རལ་གྲི་ལྷུང་གྱུར་ན། །འཇིགས་པས་མྱུར་དུ་ལེན་པ་ལྟར། །དེ་བཞིན་དྲན་པའི་མཚོན་ཤོར་ན། །དམྱལ་བའི་འཇིགས་དྲན་མྱུར་དུ་བླང་། །	If you should drop your sword in battle, You'd swiftly pick it up from fear. Likewise, if you lose mindfulness—your weapon— Take it up quickly, fearing hell.

Glossary:
གཡུལ་	battle	A fight or conflict between armed forces
རལ་གྲི་	sword	A weapon with a long metal blade and a hilt with a hand guard
དྲན་པ་	mindfulness	The quality or state of being conscious or aware
དམྱལ་བ་	hell	A place regarded in various religions as a spiritual realm of evil and suffering
མཚོན་	weapon	A thing designed or used for inflicting bodily harm or physical damage
----------------------------------------------------------------------------------------------------
