Word,Translation,Line,Verse
ཕོ་ཉ་,messengers,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
གཉེན་,relatives,གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན། །,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན། །དེ་ཚེ་བསོད་ནམས་གཅིག་བསྐྱབས་ན། །དེ་ཡང་བདག་གིས་མ་བསྟེན་ཏོ། །
གཉེན་,friends,གཞན་ཡང་གཡོ་མེད་གཉེན་གྱུར་ཅིང་། །,གཞན་ཡང་གཡོ་མེད་གཉེན་གྱུར་ཅིང་། །ཕན་པ་དཔག་མེད་མཛད་རྣམས་ལ། །སེམས་ཅན་མགུ་བྱ་མ་གཏོགས་པར། །གཞན་གང་ཞིག་གིས་ལན་ལོན་འགྱུར། །
བསྟེན་,cultivated,དེ་ཡང་བདག་གིས་མ་བསྟེན་ཏོ། །,གཤིན་རྗེའི་ཕོ་ཉས་ཟིན་པ་ལ། །གཉེན་གྱིས་ཅི་ཕན་བཤེས་ཅི་ཕན། །དེ་ཚེ་བསོད་ནམས་གཅིག་བསྐྱབས་ན། །དེ་ཡང་བདག་གིས་མ་བསྟེན་ཏོ། །
བསྟེན་,practices,མཐུན་པར་རིམ་གྲོ་བསྟེན་བྱས་ན། །ཐམས་ཅད་ཕན་དང་བདེ་བྱེད་ལ། །,མཐུན་པར་རིམ་གྲོ་བསྟེན་བྱས་ན། །ཐམས་ཅད་ཕན་དང་བདེ་བྱེད་ལ། །ཉོན་མོངས་རྣམས་ནི་བསྟེན་བྱས་ན། །ཕྱིར་ཞིང་སྡུག་བསྔལ་གནོད་པ་བྱེད། །
བསྟེན་,indulges,།ཉོན་མོངས་རྣམས་ནི་བསྟེན་བྱས་ན། །ཕྱིར་ཞིང་སྡུག་བསྔལ་གནོད་པ་བྱེད། །,མཐུན་པར་རིམ་གྲོ་བསྟེན་བྱས་ན། །ཐམས་ཅད་ཕན་དང་བདེ་བྱེད་ལ། །ཉོན་མོངས་རྣམས་ནི་བསྟེན་བྱས་ན། །ཕྱིར་ཞིང་སྡུག་བསྔལ་གནོད་པ་བྱེད། །
བསྟེན་,rely,སྦྱིན་པས་བསྡུས་ཀྱང་བསྟེན་མི་བྱེད། །,དེ་ཡིས་མཛའ་བཤེས་སྐྱོ་བར་འགྱུར། །སྦྱིན་པས་བསྡུས་ཀྱང་བསྟེན་མི་བྱེད། །མདོར་ན་ཁྲོ་བ་བདེར་གནས་པ། །དེ་ནི་འགའ་ཡང་ཡོད་མ་ཡིན། །
བསྟེན་,indulge,ཡིད་བདེ་འབའ་ཞིག་འདོད་ན་ནི། །རྒྱན་སོགས་ཆང་ཡང་བསྟེན་དགོས་སོ། །,བདག་ནི་རང་དོན་ཤེས་གྱུར་ན། །དེ་ལ་རང་དོན་ཅི་ཞིག་ཡོད། །ཡིད་བདེ་འབའ་ཞིག་འདོད་ན་ནི། །རྒྱན་སོགས་ཆང་ཡང་བསྟེན་དགོས་སོ། །
བསྟེན་,relying,བྱིས་པ་བསྟེན་པས་ཅི་ཞིག་བྱ། །,བྱིས་དང་སྐལ་བ་མཉམ་སྤྱོད་ན། །ངེས་པར་ངན་འགྲོར་འགྲོ་འགྱུར་ཏེ། །སྐལ་མི་མཉམ་པར་ཁྲིད་བྱེད་ན། །བྱིས་པ་བསྟེན་པས་ཅི་ཞིག་བྱ། །
མི་རྟག་,impermanent,མི་རྟག་ཚེ་འདིའི་ཆེད་དག་ཏུ། །སྡིག་པ་མང་པོ་ཉེ་བར་བསྒྲུབས། །,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །མི་རྟག་ཚེ་འདིའི་ཆེད་དག་ཏུ། །སྡིག་པ་མང་པོ་ཉེ་བར་བསྒྲུབས། །
མི་རྟག་,impermanence,མི་རྟག་སུ་ཞིག་མི་རྟག་ལ། །ཡང་དག་ཆགས་པར་བྱེད་པ་ཡོད། །,མི་རྟག་སུ་ཞིག་མི་རྟག་ལ། །ཡང་དག་ཆགས་པར་བྱེད་པ་ཡོད། །དེས་ནི་ཚེ་རབས་སྟོང་ཕྲག་ཏུ། །སྡུག་པ་མཐོང་བར་ཡོང་མི་འགྱུར། །
བཅད་པ་,cut off,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
བཅད་པ་,cut,བསྐལ་པ་བྱེ་བ་གྲངས་མེད་དུ། །ལན་གྲངས་དུ་མར་བཅད་པ་དང་།,བསྐལ་པ་བྱེ་བ་གྲངས་མེད་དུ། །ལན་གྲངས་དུ་མར་བཅད་པ་དང་། །དབུག་དང་བསྲེག་དང་གཤེགས་འགྱུར་གྱི། །བྱང་ཆུབ་ཐོབ་པར་མི་འགྱུར་རོ། །
ས་,place,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
ས་,grounds,སྐྱོབ་པ་རྣམས་ཀྱི་བྱང་ཆུབ་དང་། །རྒྱལ་སྲས་ས་ལའང་ཡི་རང་ངོ་། །,སྐྱོབ་པ་རྣམས་ཀྱི་བྱང་ཆུབ་དང་། །རྒྱལ་སྲས་ས་ལའང་ཡི་རང་ངོ་། །སེམས་ཅན་ཐམས་ཅད་བདེ་མཛད་པའི། །ཐུགས་བསྐྱེད་དགེ་བ་རྒྱ་མཚོ་དང་། །སེམས་ཅན་ཕན་པ་མཛད་པ་ལ། །དགའ་བས་རྗེས་སུ་ཡི་རང་ངོ་། །
ས་,earth,ས་སོགས་འབྱུང་བ་ཆེན་པོ་དང་། །,ས་སོགས་འབྱུང་བ་ཆེན་པོ་དང་། །ནམ་མཁའ་བཞིན་དུ་རྟག་པར་ཡང་། །སེམས་ཅན་དཔག་ཏུ་མེད་པ་ཡི། །རྣམ་མང་ཉེར་འཚོའི་གཞིར་ཡང་ཤོག །
ས་,ground,ཤིན་ཏུ་རྙེད་དཀའ་ཕན་པའི་ས། །ཇི་ཞིག་ལྟར་ཏེ་རྙེད་གྱུར་ནས། །,ཤིན་ཏུ་རྙེད་དཀའ་ཕན་པའི་ས། །ཇི་ཞིག་ལྟར་ཏེ་རྙེད་གྱུར་ནས། །བདག་ཉིད་ཤེས་དང་ལྡན་བཞིན་དུ། །ཕྱིར་ཡང་དམྱལ་བ་དེར་ཁྲིད་ན། །
མིག་,eye,ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །,ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །གང་དུ་གནས་ནས་བདག་གནོད་བྱ་ཕྱིར་འོང་། །བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །
མིག་,gaze,ངེས་པར་སེམས་པས་རྟག་ཏུ་ནི། །མིག་ནི་ཕབ་སྟེ་བལྟ་བར་བྱ། །,དོན་མེད་གཡེང་བར་ལྟ་བ་ནི། །ནམ་ཡང་བདག་གིས་མི་བྱ་སྟེ། །ངེས་པར་སེམས་པས་རྟག་ཏུ་ནི། །མིག་ནི་ཕབ་སྟེ་བལྟ་བར་བྱ། །
མིག་,eyes,མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང་། །,མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང་། །འདི་དག་ཉིད་ལ་བརྟེན་ནས་བདག །སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞེས། །དྲང་ཞིང་བྱམས་པའི་ཚུལ་གྱིས་བལྟ། །
ངན་,distress,ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
ངན་,wrongdoing,ལེ་ལོ་ངན་ལ་ཞེན་པ་དང་། །,བརྩོན་གང་དགེ་ལ་སྤྲོ་བའོ། །དེ་ཡི་མི་མཐུན་ཕྱོགས་བཤད་བྱ། །ལེ་ལོ་ངན་ལ་ཞེན་པ་དང་། །སྒྱིད་ལུག་བདག་ཉིད་བརྙས་པའོ། །
དི་རིང་,today,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
དི་རིང་,Today,དི་རིང་སངས་རྒྱས་རིགས་སུ་སྐྱེས། །སངས་རྒྱས་སྲས་སུ་བདག་དེང་གྱུར། །,དེང་དུ་བདག་ཚེ་འབྲས་བུ་ཡོད། །མི་ཡི་སྲིད་པ་ལེགས་པར་ཐོབ། །དི་རིང་སངས་རྒྱས་རིགས་སུ་སྐྱེས། །སངས་རྒྱས་སྲས་སུ་བདག་དེང་གྱུར། །
སྣང་,appear,ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །
སྣང་,seen,ཁ་ཅིག་བསྲེགས་པ་དག་ཀྱང་སྣང་། །,འདོད་ལྡན་ལ་ལ་ལུས་ཀྱང་བཅད། །ཁ་ཅིག་གསལ་ཤིང་རྩེ་ལ་བཙུགས། །ཁ་ཅིག་མདུང་ཐུང་དག་གིས་བསྣུན། །ཁ་ཅིག་བསྲེགས་པ་དག་ཀྱང་སྣང་། །
བཟུང་,seized,ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
བཟུང་,grasped,དེ་ལྟར་བློ་དང་ལྡན་པ་ཡིས། །རབ་དང་བྱང་ཆུབ་སེམས་བཟུང་ནས། །,དེ་ལྟར་བློ་དང་ལྡན་པ་ཡིས། །རབ་དང་བྱང་ཆུབ་སེམས་བཟུང་ནས། །མཇུག་ཀྱང་རྒྱས་པར་བྱ་བའི་ཕྱིར། །སེམས་ནི་འདི་ལྟར་གཟེངས་བསྟོད་དོ། །
བཟུང་,grasp,སྲེད་མདོངས་བདག་གིས་བཟུང་གྱུར་ན། །,ཤུ་བ་མི་ཡི་གཟུགས་འདྲ་བ། །རེག་ཏུ་མི་བཟོད་སྡུག་བསྔལ་ཅན། །སྲེད་མདོངས་བདག་གིས་བཟུང་གྱུར་ན། །དེ་ལ་གནོད་པ་སུ་ལ་ཁྲོ། །
བཟུང་,caught,དེས་བཟུང་སེམས་དམྱལ་བུམ་པར་ཡང་། །,ཉོན་མོངས་ཉ་པས་བཏབ་པ་ཡི། །མཆིལ་པ་འདི་ནི་མི་བཟད་གཟེ། །དེས་བཟུང་སེམས་དམྱལ་བུམ་པར་ཡང་། །དམྱལ་བའི་སྲུང་མས་བདག་འཚེད་དེས། །
ནད་,illness,འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
ནད་,affliction,འདོད་ཆགས་ལ་སོགས་ཉེས་པ་བརྒྱའི། །ནད་ཀྱིས་རྟག་བཏབ་སྨོས་ཅི་དགོས། །,ཐ་མལ་ནད་ཀྱིས་འཇིགས་ན་ཡང་། །སྨན་པའི་ངག་བཞིན་བྱ་དགོས་ན། །འདོད་ཆགས་ལ་སོགས་ཉེས་པ་བརྒྱའི། །ནད་ཀྱིས་རྟག་བཏབ་སྨོས་ཅི་དགོས། །
ནད་,illnesses,འགྲོ་བའི་ནད་རབ་ཞི་བྱེད་པའི། །སྨན་གྱི་མཆོག་ཀྱང་འདི་ཡིན་ནོ། །,འགྲོ་བའི་ནད་རབ་ཞི་བྱེད་པའི། །སྨན་གྱི་མཆོག་ཀྱང་འདི་ཡིན་ནོ། །སྲིད་ལམ་འཁྱམ་ཞིང་དུབ་པ་ཡི། །འགྲོ་བའི་ངལ་སོ་ལྗོན་ཤིང་ཡིན། །
ནད་,sickness,ངན་འགྲོར་ནད་དང་འཆིང་བ་དང་། །,ད་དུང་དེ་བཞིན་བདག་བྱེད་ན། །ཡང་དང་ཡང་དུའང་དེ་བཞིན་ཏེ། །ངན་འགྲོར་ནད་དང་འཆིང་བ་དང་། །བཅད་དང་གཤེག་སོགས་མྱོང་བར་འགྱུར། །
སྐྱོབ་པ་,saving,དེ་བས་རྒྱལ་བ་འགྲོ་བའི་མགོན། །འགྲོ་བ་སྐྱོབ་པའི་དོན་བརྩོན་པ། །,དེ་བས་རྒྱལ་བ་འགྲོ་བའི་མགོན། །འགྲོ་བ་སྐྱོབ་པའི་དོན་བརྩོན་པ། །སྟོབས་ཆེན་འཇིགས་པ་ཀུན་སེལ་ལ། །དི་རིང་ཉིད་ནས་སྐྱབས་སུ་མཆི། །
སྐྱོབ་པ་,protectors,སྐྱོབ་པ་རྣམས་ཀྱི་བྱང་ཆུབ་དང་། །རྒྱལ་སྲས་ས་ལའང་ཡི་རང་ངོ་། །,སྐྱོབ་པ་རྣམས་ཀྱི་བྱང་ཆུབ་དང་། །རྒྱལ་སྲས་ས་ལའང་ཡི་རང་ངོ་། །སེམས་ཅན་ཐམས་ཅད་བདེ་མཛད་པའི། །ཐུགས་བསྐྱེད་དགེ་བ་རྒྱ་མཚོ་དང་། །སེམས་ཅན་ཕན་པ་མཛད་པ་ལ། །དགའ་བས་རྗེས་སུ་ཡི་རང་ངོ་། །
སྐྱོབ་པ་,Protectors,སྐྱོབ་པ་ཇི་ལྟར་ཕ་རོལ་ཕྱིན། །,གལ་ཏེ་འགྲོ་བ་དབུལ་བོར་ནས། །སྦྱིན་པའི་ཕ་རོལ་ཕྱིན་ཡིན་ན། །ད་རུང་འགྲོ་བཀྲེན་ཡོད་ན་སྔོན། །སྐྱོབ་པ་ཇི་ལྟར་ཕ་རོལ་ཕྱིན། །
སྐྲག་པས་,out of fear,བདེ་གཤེགས་བསླབ་པ་དྲན་བྱས་ནས། །སྐྲག་པས་དེ་ཡི་མོད་ལ་དོར། །,དོན་མེད་ས་རྐོ་རྩྭ་གཅོད་དང་། །ས་རིས་འདྲི་སོགས་བྱེད་གྱུར་ན། །བདེ་གཤེགས་བསླབ་པ་དྲན་བྱས་ནས། །སྐྲག་པས་དེ་ཡི་མོད་ལ་དོར། །
སྐྲག་པས་,terrified,སྐྲག་པས་མི་གཙང་ལུས་གོས་ཤིང་། །,རང་སྡིག་དྲན་པས་གདུང་བ་དང་། །དམྱལ་བའི་སྒྲ་ནི་ཐོས་པ་ཡིས། །སྐྲག་པས་མི་གཙང་ལུས་གོས་ཤིང་། །མྱོས་པར་འགྱུར་ཚེ་ཅི་ཞིག་བྱ། །
སྐྲག་པ་,terrified,བདག་ནི་འཇིགས་པས་རྣམ་སྐྲག་པས། །ཀུན་དུ་བཟང་ལ་བདག་ཉིད་འབུལ། །,བདག་ནི་འཇིགས་པས་རྣམ་སྐྲག་པས། །ཀུན་དུ་བཟང་ལ་བདག་ཉིད་འབུལ། །འཇམ་པའི་དབྱངས་ལ་བདག་ཉིད་ཀྱིས། །བདག་གི་ལུས་ནི་དབུལ་བར་བགྱི། །
སྐྲག་པ་,frightened,རྨ་ཡི་སྡུག་བསྔལ་ཆུང་ངུ་ཡིས། །སྐྲག་པའང་རྨ་ཡི་བག་བྱེད་ན། །,རྨ་ཡི་སྡུག་བསྔལ་ཆུང་ངུ་ཡིས། །སྐྲག་པའང་རྨ་ཡི་བག་བྱེད་ན། །བསྡུས་འཇོམས་རིས་འཇོམས་སྐྲག་པ་དག །སེམས་ཀྱི་རྨ་ལྟ་ཅིས་མི་སྲུང་། །
སྐྲག་པ་,terrors,བསྡུས་འཇོམས་རིས་འཇོམས་སྐྲག་པ་དག །སེམས་ཀྱི་རྨ་ལྟ་ཅིས་མི་སྲུང་། །,རྨ་ཡི་སྡུག་བསྔལ་ཆུང་ངུ་ཡིས། །སྐྲག་པའང་རྨ་ཡི་བག་བྱེད་ན། །བསྡུས་འཇོམས་རིས་འཇོམས་སྐྲག་པ་དག །སེམས་ཀྱི་རྨ་ལྟ་ཅིས་མི་སྲུང་། །
སྐྲག་,fear,།སྐྲག་ནས་ཕྱོགས་བཞིར་འབྱེར་བྱེད་པ།,གང་ཞིག་མཐོང་ནས་གཤིན་རྗེ་ཡི། །ཕོ་ཉ་ལ་སོགས་སྡང་བ་རྣམས། །སྐྲག་ནས་ཕྱོགས་བཞིར་འབྱེར་བྱེད་པ། །རྡོ་རྗེ་ཅན་ལ་སྐྱབས་སུ་མཆི། །
སྐྲག་,frightened,རུས་གོང་ཉིད་དུ་མཐོང་ནས་ནི། །མི་འགུལ་ཡང་ནི་ཁྱོད་སྐྲག་ན། །,རུས་གོང་ཉིད་དུ་མཐོང་ནས་ནི། །མི་འགུལ་ཡང་ནི་ཁྱོད་སྐྲག་ན། །རོ་ལངས་བཞིན་དུ་འགའ་ཡིས་ཀྱང་། །བསྐྱོད་པར་གྱུར་ན་ཅིས་མི་འཇིགས། །
བཀའ་,teachings,སྔོན་ཆད་ཁྱེད་ཀྱི་བཀའ་ལས་འདས། །,སྔོན་ཆད་ཁྱེད་ཀྱི་བཀའ་ལས་འདས། །ད་ནི་འཇིགས་པ་ཆེ་མཐོང་ནས། །ཁྱེད་ལ་སྐྱབས་སུ་མཆི་ལགས་ཀྱིས། །འཇིགས་པ་མྱུར་དུ་བསལ་དུ་གསོལ། །
བཀའ་,instructions,བཀའ་ལྟར་མི་བྱེད་སེམས་པ་ནི། །ཤིན་ཏུ་གཏི་མུག་སྨད་པའི་གནས། །,དེ་ལ་སྨན་པ་ཐམས་ཅད་མཁྱེན། །ཟུག་རྔུ་ཐམས་ཅད་འབྱིན་པ་ཡི། །བཀའ་ལྟར་མི་བྱེད་སེམས་པ་ནི། །ཤིན་ཏུ་གཏི་མུག་སྨད་པའི་གནས། །
མྱུར་དུ་,swiftly,འཇིགས་པ་མྱུར་དུ་བསལ་དུ་གསོལ། །,སྔོན་ཆད་ཁྱེད་ཀྱི་བཀའ་ལས་འདས། །ད་ནི་འཇིགས་པ་ཆེ་མཐོང་ནས། །ཁྱེད་ལ་སྐྱབས་སུ་མཆི་ལགས་ཀྱིས། །འཇིགས་པ་མྱུར་དུ་བསལ་དུ་གསོལ། །
མྱུར་དུ་,quickly,ཤེས་བཞིན་མྱུར་དུ་ལྡང་སེམས་ལ། །ཐོག་མ་ཉིད་དུ་ངེས་པར་སྦྱར། །,མགོན་པོ་མྱ་ངན་འདས་གཟིམས་ལྟར། །འདོད་པའི་ཕྱོགས་སུ་ཉལ་བར་བྱ། །ཤེས་བཞིན་མྱུར་དུ་ལྡང་སེམས་ལ། །ཐོག་མ་ཉིད་དུ་ངེས་པར་སྦྱར། །
འཇིགས་,fear,ཐ་མལ་ནད་ཀྱིས་འཇིགས་ན་ཡང་། །སྨན་པའི་ངག་བཞིན་བྱ་དགོས་ན། །,ཐ་མལ་ནད་ཀྱིས་འཇིགས་ན་ཡང་། །སྨན་པའི་ངག་བཞིན་བྱ་དགོས་ན། །འདོད་ཆགས་ལ་སོགས་ཉེས་པ་བརྒྱའི། །ནད་ཀྱིས་རྟག་བཏབ་སྨོས་ཅི་དགོས། །
འཇིགས་,afraid,འོན་ཏེ་རྐང་ལག་ལ་སོགས་པ། །བཏང་དགོས་བདག་ནི་འཇིགས་ཤེ་ན།,འོན་ཏེ་རྐང་ལག་ལ་སོགས་པ། །བཏང་དགོས་བདག་ནི་འཇིགས་ཤེ་ན། །ལྕི་དང་ཡང་བ་མ་དཔྱད་པར། །རྨོངས་པས་བདག་ནི་འཇིགས་པར་ཟད། །
འཇིགས་,fearful,འཇིགས་ལ་མི་འཇིགས་མ་བྱིན་དང་།,འཇིགས་ལ་མི་འཇིགས་མ་བྱིན་དང་། །ཉམ་ཐག་བདེ་མ་བྱིན་ན་བདག །མ་ཡི་མངལ་གྱི་ཟུག་རྔུ་དང་། །སྡུག་བསྔལ་འབའ་ཞིག་བསྐྱེད་པར་ཟད། །
འཇིགས་,terrors,དམྱལ་བའི་འཇིགས་དྲན་མྱུར་དུ་བླང་། །,གཡུལ་དུ་རལ་གྲི་ལྷུང་གྱུར་ན། །འཇིགས་པས་མྱུར་དུ་ལེན་པ་ལྟར། །དེ་བཞིན་དྲན་པའི་མཚོན་ཤོར་ན། །དམྱལ་བའི་འཇིགས་དྲན་མྱུར་དུ་བླང་། །
འཇིགས་,terrified,རོ་ལངས་བཞིན་དུ་འགའ་ཡིས་ཀྱང་། །བསྐྱོད་པར་གྱུར་ན་ཅིས་མི་འཇིགས། །,རུས་གོང་ཉིད་དུ་མཐོང་ནས་ནི། །མི་འགུལ་ཡང་ནི་ཁྱོད་སྐྲག་ན། །རོ་ལངས་བཞིན་དུ་འགའ་ཡིས་ཀྱང་། །བསྐྱོད་པར་གྱུར་ན་ཅིས་མི་འཇིགས། །
སྨན་པ་,doctor,ཐ་མལ་ནད་ཀྱིས་འཇིགས་ན་ཡང་། །སྨན་པའི་ངག་བཞིན་བྱ་དགོས་ན། །,ཐ་མལ་ནད་ཀྱིས་འཇིགས་ན་ཡང་། །སྨན་པའི་ངག་བཞིན་བྱ་དགོས་ན། །འདོད་ཆགས་ལ་སོགས་ཉེས་པ་བརྒྱའི། །ནད་ཀྱིས་རྟག་བཏབ་སྨོས་ཅི་དགོས། །
སྨན་པ་,Physician,དེ་ལ་སྨན་པ་ཐམས་ཅད་མཁྱེན། །ཟུག་རྔུ་ཐམས་ཅད་འབྱིན་པ་ཡི། །,དེ་ལ་སྨན་པ་ཐམས་ཅད་མཁྱེན། །ཟུག་རྔུ་ཐམས་ཅད་འབྱིན་པ་ཡི། །བཀའ་ལྟར་མི་བྱེད་སེམས་པ་ནི། །ཤིན་ཏུ་གཏི་མུག་སྨད་པའི་གནས། །
སྨན་པ་,physicians,སྨན་པ་ཀུན་ཀྱང་གསོ་དཔྱད་ཀྱི། །མི་བདེ་བ་ཡིས་ནད་མེད་བྱེད།,སྨན་པ་ཀུན་ཀྱང་གསོ་དཔྱད་ཀྱི། །མི་བདེ་བ་ཡིས་ནད་མེད་བྱེད། །དེ་བས་སྡུག་བསྔལ་མང་པོ་དག །གཞོམ་ཕྱིར་མི་བདེ་ཆུང་བཟོད་བྱ། །
སྨན་པ་,physician,གསོ་དཔྱད་ཕལ་པ་འདི་འདྲ་བ། །སྨན་པ་མཆོག་གིས་མ་མཛད་དེ། །,གསོ་དཔྱད་ཕལ་པ་འདི་འདྲ་བ། །སྨན་པ་མཆོག་གིས་མ་མཛད་དེ། །ཆོ་ག་ཤིན་ཏུ་འཇམ་པོ་ཡིས། །ནད་ཆེན་དཔག་མེད་གསོ་བར་མཛད། །
གཅིག་,one,དེ་གཅིག་གིས་ཀྱང་འཛམ་གླིང་ན། །གནས་པའི་མི་ཀུན་བརླག་བྱེད་ལ།,དེ་གཅིག་གིས་ཀྱང་འཛམ་གླིང་ན། །གནས་པའི་མི་ཀུན་བརླག་བྱེད་ལ། །དེ་དག་གསོ་བའི་སྨན་གཞན་ནི། །ཕྱོགས་རྣམས་ཀུན་ནས་མི་རྙེད་ན། །
གཅིག་,one thing,འདི་ལྟར་དེ་གཅིག་མ་ཡིན་གྱི། །,འདི་ལྟར་དེ་གཅིག་མ་ཡིན་གྱི། །རྒྱལ་པོའི་མཐུ་སྟོབས་དེ་ཡི་མཐུ། །དེ་བཞིན་གནོད་བྱེད་ཉམ་ཆུང་བ། །འགའ་ཡང་ཁྱད་དུ་གསད་མི་བྱ། །
གཅིག་,alone,།འཆི་ནའང་དེ་ཉིད་གཅིག་འཆི་སྟེ།,སྐྱེ་ན་གཅིག་པུ་སྐྱེ་འགྱུར་ཞིང་། །འཆི་ནའང་དེ་ཉིད་གཅིག་འཆི་སྟེ། །སྡུག་བསྔལ་སྐལ་གཞན་མི་ལེན་ན། །གེགས་བྱེད་མཛའ་བས་ཅི་ཞིག་བྱ། །
བརླག་,destroy,དེ་གཅིག་གིས་ཀྱང་འཛམ་གླིང་ན། །གནས་པའི་མི་ཀུན་བརླག་བྱེད་ལ།,དེ་གཅིག་གིས་ཀྱང་འཛམ་གླིང་ན། །གནས་པའི་མི་ཀུན་བརླག་བྱེད་ལ། །དེ་དག་གསོ་བའི་སྨན་གཞན་ནི། །ཕྱོགས་རྣམས་ཀུན་ནས་མི་རྙེད་ན། །
བརླག་,destroyed,བདག་གིས་དེ་དག་མ་བརླག་གམ། །,བདག་གི་ལས་ཀྱིས་བསྐུལ་བྱས་ནས། །བདག་ལ་གནོད་བྱེད་རྣམས་འབྱུང་སྟེ། །དེས་ནི་སེམས་ཅན་དམྱལ་དོང་ན། །བདག་གིས་དེ་དག་མ་བརླག་གམ། །
གསོ་བ་,heal,།དེ་དག་གསོ་བའི་སྨན་གཞན་ནི། །ཕྱོགས་རྣམས་ཀུན་ནས་མི་རྙེད་ན། །,དེ་གཅིག་གིས་ཀྱང་འཛམ་གླིང་ན། །གནས་པའི་མི་ཀུན་བརླག་བྱེད་ལ། །དེ་དག་གསོ་བའི་སྨན་གཞན་ནི། །ཕྱོགས་རྣམས་ཀུན་ནས་མི་རྙེད་ན། །
